action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,archiveorg,cochwy-Work_Session_09-29-22,2022-10-01,Work Session 09-29-22,"Work Session 09-29-22 — City of Cheyenne, Wyoming — October 1, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_09-29-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_09-29-22.mp4,https://archive.org/details/cochwy-Work_Session_09-29-22,,,
upload,archiveorg,cochwy-Finance_Committee_10-03-22,2022-10-05,Finance Committee 10-03-22,"Finance Committee 10-03-22 — City of Cheyenne, Wyoming — October 5, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_10-03-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_10-03-22.mp4,https://archive.org/details/cochwy-Finance_Committee_10-03-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_10-04-22,2022-10-05,Public Services Committee 10-04-22,"Public Services Committee 10-04-22 — City of Cheyenne, Wyoming — October 5, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_10-04-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_10-04-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_10-04-22,,,
upload,archiveorg,cochwy-Work_Session_10-07-22,2022-10-08,Work Session 10-07-22,"Work Session 10-07-22 — City of Cheyenne, Wyoming — October 8, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_10-07-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_10-07-22.mp4,https://archive.org/details/cochwy-Work_Session_10-07-22,,,
upload,archiveorg,cochwy-10-07-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-10-10,10-07-22 KLWY-FOX 27 Mayor Collins Interview,"10-07-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — October 10, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-10-07-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-10-07-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-10-07-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
duplicate-skip,archiveorg,cochwy-City_Council_Meeting_10-10-22,2022-10-10,City Council Meeting 10-10-22,"City Council Meeting 10-10-22 — City of Cheyenne, Wyoming — October 10, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_10-10-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_10-10-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_10-10-22,,,Same-date City Council meeting already covered by Granicus (official record).
upload,granicus,868,2022-10-10,"Cheyenne City Council Meeting — October 10, 2022","City Council Meeting — City of Cheyenne, Wyoming — October 10, 2022.
Duration (Granicus): 03h 00m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/868?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=868
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=868

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip868_2022-10-10_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/868?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=868,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=868,
upload,archiveorg,cochwy-County-Wide_Fifth_Penny_Sales_Tax,2022-10-13,"County-Wide Fifth Penny Sales Tax — October 13, 2022","County-Wide Fifth Penny Sales Tax — City of Cheyenne, Wyoming — October 13, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-County-Wide_Fifth_Penny_Sales_Tax).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-County-Wide_Fifth_Penny_Sales_Tax.mp4,https://archive.org/details/cochwy-County-Wide_Fifth_Penny_Sales_Tax,,,
upload,archiveorg,cochwy-Work_Session_10-14-22,2022-10-14,Work Session 10-14-22,"Work Session 10-14-22 — City of Cheyenne, Wyoming — October 14, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_10-14-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_10-14-22.mp4,https://archive.org/details/cochwy-Work_Session_10-14-22,,,
upload,archiveorg,cochwy-Finance_Committee_10-17-22,2022-10-18,Finance Committee 10-17-22,"Finance Committee 10-17-22 — City of Cheyenne, Wyoming — October 18, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_10-17-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_10-17-22.mp4,https://archive.org/details/cochwy-Finance_Committee_10-17-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_10-18-22,2022-10-18,Public Services Committee 10-18-22,"Public Services Committee 10-18-22 — City of Cheyenne, Wyoming — October 18, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_10-18-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_10-18-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_10-18-22,,,
upload,archiveorg,cochwy-10-14-22_MAYOR_COLLINS_FULL_INTERVIEW,2022-10-19,10-14-22 MAYOR COLLINS FULL INTERVIEW,"10-14-22 MAYOR COLLINS FULL INTERVIEW — City of Cheyenne, Wyoming — October 19, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-10-14-22_MAYOR_COLLINS_FULL_INTERVIEW).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-10-14-22_MAYOR_COLLINS_FULL_INTERVIEW.mp4,https://archive.org/details/cochwy-10-14-22_MAYOR_COLLINS_FULL_INTERVIEW,,,
upload,granicus,869,2022-10-21,"Cheyenne City Council Meeting — October 21, 2022","Special Meeting — City of Cheyenne, Wyoming — October 21, 2022.
Duration (Granicus): 01h 30m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/869?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=869

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip869_2022-10-21_Special_Meeting.mp4,https://cheyenne.granicus.com/player/clip/869?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=869,,
upload,granicus,870,2022-10-24,"Cheyenne City Council Meeting — October 24, 2022","City Council Meeting — City of Cheyenne, Wyoming — October 24, 2022.
Duration (Granicus): 02h 04m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/870?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=870
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=870

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip870_2022-10-24_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/870?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=870,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=870,
upload,archiveorg,cochwy-Work_Session_-_10_28_22,2022-10-28,"Work Session: 10/28/22 — October 28, 2022","Work Session: 10/28/22 — City of Cheyenne, Wyoming — October 28, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_10_28_22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_10_28_22.mp4,https://archive.org/details/cochwy-Work_Session_-_10_28_22,,,
upload,archiveorg,cochwy-OpenGov_Citizen_Services_overview,2022-11-01,"OpenGov Citizen Services overview — November 1, 2022","OpenGov Citizen Services overview — City of Cheyenne, Wyoming — November 1, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-OpenGov_Citizen_Services_overview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-OpenGov_Citizen_Services_overview.mp4,https://archive.org/details/cochwy-OpenGov_Citizen_Services_overview,,,
upload,archiveorg,cochwy-11-4-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-11-07,11-4-22 KLWY-FOX 27 Mayor Collins Interview,"11-4-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — November 7, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-11-4-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-11-4-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-11-4-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_11-07-22,2022-11-07,Finance Committee 11-07-22,"Finance Committee 11-07-22 — City of Cheyenne, Wyoming — November 7, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_11-07-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_11-07-22.mp4,https://archive.org/details/cochwy-Finance_Committee_11-07-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_11-08-22,2022-11-09,Public Services Committee 11-08-22,"Public Services Committee 11-08-22 — City of Cheyenne, Wyoming — November 9, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_11-08-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_11-08-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_11-08-22,,,
upload,granicus,872,2022-11-14,"Cheyenne City Council Meeting — November 14, 2022","City Council Meeting — City of Cheyenne, Wyoming — November 14, 2022.
Duration (Granicus): 02h 03m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/872?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=872

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip872_2022-11-14_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/872?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=872,,
